Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta,IsAutoShifting,LastManualShiftTime,SteerDirection,IsStopped
0,1746968212.1747396,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.982,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
1,1746968212.1927278,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.962,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
2,1746968212.2141762,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.942,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
3,1746968212.2329063,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.922,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
4,1746968212.2540438,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.902,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
5,1746968212.2724595,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.882,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
6,1746968212.2945626,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.862,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
7,1746968212.3142788,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.842,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
8,1746968212.3325343,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.822,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
9,1746968212.3542793,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.802,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
10,1746968212.37286,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.782,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
11,1746968212.396781,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.762,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
12,1746968212.4133887,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.742,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
13,1746968212.43511,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.722,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
14,1746968212.4560883,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.702,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
15,1746968212.472138,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.682,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
16,1746968212.4931514,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.662,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
17,1746968212.5139663,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.642,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
18,1746968212.5348384,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.622,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
19,1746968212.5536194,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.602,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
20,1746968212.5750546,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.582,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
21,1746968212.5982103,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.562,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
22,1746968212.6177456,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.542,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
23,1746968212.6335657,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.522,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
24,1746968212.6550725,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.502,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
25,1746968212.672896,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.482,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
26,1746968212.695719,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.462,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
27,1746968212.7133029,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.442,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
28,1746968212.733622,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.422,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
29,1746968212.7556944,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.402,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
30,1746968212.7751913,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.382,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
31,1746968212.795147,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.362,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
32,1746968212.8206265,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.342,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
33,1746968212.8327017,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.322,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
34,1746968212.8549862,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.302,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
35,1746968212.8762176,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.282,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
36,1746968212.8951015,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.262,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
37,1746968212.918426,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.242,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
38,1746968212.9370778,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.222,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
39,1746968212.9527354,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.202,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
40,1746968212.9731066,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.182,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
41,1746968212.9945197,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.162,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
42,1746968213.0147426,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.142,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
43,1746968213.0329914,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.122,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
44,1746968213.053682,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.102,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
45,1746968213.0723426,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.082,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
46,1746968213.093864,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.062,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
47,1746968213.1148047,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.042,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
48,1746968213.1338654,0.0921063,0.126593,-0.0916573,0.343006,0.0121934,1047.2,0,-0.022,2952.63,0,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
49,1746968213.1760778,0.021515,0.211392,-0.0623429,0.343068,0.0123565,1047.2,0,0.018,2952.63,0.000244141,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
50,1746968213.1934104,0.0645475,0.280669,-0.0408981,0.343157,0.012653,1047.2,1,0.038,2952.63,0.000488281,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
51,1746968213.2154067,-0.0166296,0.406558,-0.0318669,0.343286,0.0129034,1047.2,1,0.058,2952.63,0.000976563,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
52,1746968213.2351952,0.061035,0.534529,-0.0312476,0.343461,0.0129906,1047.2,1,0.078,2952.63,0.00146484,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
53,1746968213.2528925,-0.0193331,0.667965,-0.042339,0.343686,0.0129353,1047.2,1,0.098,2952.63,0.00170898,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
54,1746968213.274047,0.0528289,0.793677,-0.0669225,0.343958,0.0127255,1047.2,1,0.118,2952.63,0.00219727,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
55,1746968213.2934659,-0.0243795,0.928688,-0.0961952,0.34428,0.0123703,1047.2,1,0.138,2952.63,0.00268555,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
56,1746968213.31695,0.0473922,1.03343,-0.133531,0.344645,0.0118381,1047.2,1,0.158,2952.63,0.00317383,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
57,1746968213.341359,-0.0275923,1.13228,-0.175769,0.345048,0.0110604,1047.2,1,0.178,2952.64,0.00341797,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
58,1746968213.355353,0.0623126,1.20298,-0.221824,0.345485,0.0100581,1047.2,1,0.198,2952.64,0.00390625,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
59,1746968213.3726919,0.00478705,1.22658,-0.263194,0.345932,0.00859564,1047.2,1,0.218,2952.64,0.00415039,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
60,1746968213.3947608,0.00399435,1.22856,-0.3014,0.346387,0.00678128,1047.2,1,0.238,2952.64,0.00439453,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
61,1746968213.4162703,0.0834233,1.18742,-0.336742,0.346878,0.00437706,1047.2,1,0.26,2952.64,0.00463867,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
62,1746968213.436411,0.100661,1.11593,-0.357412,0.347304,0.00177449,1047.2,1,0.28,2952.64,0.00512695,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
63,1746968213.4561138,0.0394375,1.03509,-0.372386,0.347701,-0.0010522,1047.2,1,0.3,2952.64,0.00537109,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
64,1746968213.4773784,0.0323694,1.00367,-0.374213,0.348077,-0.00400812,1047.2,1,0.32,2952.64,0.00585938,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
65,1746968213.4970193,0.117425,0.99668,-0.375018,0.348447,-0.00706226,1047.2,1,0.34,2952.64,0.00610352,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
66,1746968213.515723,0.0239751,0.987164,-0.362769,0.348813,-0.0102347,1047.2,1,0.36,2952.64,0.00634766,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
67,1746968213.535216,0.0696641,0.972217,-0.350833,0.349176,-0.013336,1047.2,1,0.38,2952.64,0.00683594,50,1,1,0.0,0.0,0.0,1,0.0,0,True,1746968150.7545493,,False
